{0|99}
{1|99}
{2|99}
{4|99}
{5|99}
{6|99}
{7|99}
{8|99}
{9|99}
{10|99}
{11|99}
{12|99}
{13|99}
{14|99}
{15|99}
{16|99}
{17|99}
{18|99}
{19|99}
{20|99}
{21|99}
{22|99}
{23|99}
{24|99}
{25|99}
{26|99}
{27|99}
{28|99}
{29|99}
{30|99}
{31|99}
{32|99}
{33|99}
{34|99}
{35|99}
{36|99}
{37|99}
{38|99}
{39|99}
{40|99}
{41|99}
{42|99}
{43|99}
{44|99}
{45|99}
{46|99}
{47|99}
{48|99}
{49|99}
{50|99}
{51|99}
{52|99}
{53|99}
{54|99}
{55|99}
{56|99}
{57|99}
{58|99}
{59|99}
{60|99}
{61|99}
{62|99}
{63|99}
{64|99}
{65|99}
{67|99}
{68|99}
{69|99}
{70|99}
{71|99}
{72|99}
{73|99}
{74|99}
{75|99}
{76|99}
{77|99}
{78|99}
{79|99}
{80|99}
{81|99}
{82|99}
{83|99}
{84|99}
{85|99}
{86|99}
{87|99}
{88|99}
{89|99}
{90|99}
{91|99}
{92|99}
{93|99}
{94|99}
{95|99}
{96|99}
{97|99}
{98|99}
{99|99}
{100|99}
{101|99}
{102|99}
{103|99}
{104|99}
{105|99}
{106|99}
{107|99}
{108|99}
{109|99}
{110|99}
{111|99}
{112|99}
{113|99}
{114|99}
{115|99}
{116|99}
{117|99}
{118|99}
{119|99}
{120|99}
{121|99}
{122|99}
{123|99}
{124|99}
{125|99}
{126|99}
{127|99}
{128|99}
{129|99}
{130|99}
{131|99}
{132|99}
{133|99}
{134|99}
{135|99}
{136|99}
{137|99}
{138|99}
{139|99}
{140|99}
{141|99}
{142|99}
{143|99}
{144|99}
{145|99}
{146|99}
{147|99}
{148|99}
{149|99}
{150|99}
{151|99}
{152|99}
{153|99}
{154|99}
{155|99}
{156|99}
{157|99}
{158|99}
{159|99}
{160|99}
{161|99}
{162|99}
{163|99}
{164|99}
{165|99}
{166|99}
{167|99}
{168|99}
{169|99}
{170|99}
{171|99}
{172|99}
{173|99}
{174|99}
{175|99}
{176|99}
{177|99}
{178|99}
{179|99}
{180|99}
{181|99}
{182|99}
{183|99}
{184|99}
{185|99}
{186|99}
{187|99}
{188|99}
{189|99}
{190|99}
{191|99}
{192|99}
{193|99}
{194|99}
{195|99}
{196|99}
{197|99}
{198|99}
{199|99}
{200|99}
{201|99}
{202|99}
{203|99}
{204|99}
{205|99}
{206|99}
{207|99}
{208|99}
{209|99}
{210|99}
{211|99}
{212|99}
{213|99}
{214|99}
{215|99}
{216|99}
{217|99}
{218|99}
{219|99}
{220|99}
{221|99}
{222|99}
{223|99}
{224|99}
{225|99}
{226|99}
{227|99}
{228|99}
{229|99}
{230|99}
{231|99}
{232|99}
{233|99}
{234|99}
{235|99}
{236|99}
{237|99}
{238|99}
{239|99}
{240|99}
{241|99}
{242|99}
{243|99}
{244|99}
{245|99}
{246|99}
{247|99}
{248|99}
{249|99}
{250|99}
{251|99}
{252|99}
{253|99}
{254|99}
{255|99}
{256|99}
{257|99}
{258|99}
{259|99}
{260|99}
{261|99}
{262|99}
{263|99}
{264|99}
{265|99}
{266|99}
{267|99}
{268|99}
{269|99}
{270|99}
{271|99}
{272|99}
{273|99}
{274|99}
{275|99}
{276|99}
{277|99}
{278|99}
{279|99}
{280|99}
{281|99}
{282|99}
{283|99}
{284|99}
{285|99}
{286|99}
{287|99}
{288|99}
{289|99}
{290|99}
{291|99}
{292|99}
{293|99}
{294|99}
{295|99}
{296|99}
{297|99}
{298|99}
{299|99}
